unit_id,cycle,true_rul,s3_hpc_temp,s4_lpt_temp,s7_hpc_press,s9_core_speed,s11_lpt_press
1,34,178,1585.62,1405.14,553.93,9053.3,47.407
1,35,177,1585.12,1402.77,553.57,9053.1,47.438
1,36,176,1585.97,1404.48,554.62,9050.3,47.380
1,37,175,1584.97,1403.13,554.09,9050.1,47.443
1,38,174,1584.90,1404.67,553.66,9052.7,47.502
1,39,173,1584.73,1403.17,553.65,9052.5,47.455
1,40,172,1585.50,1405.59,553.87,9047.2,47.503
1,41,171,1585.04,1404.79,554.12,9046.6,47.519
1,42,170,1585.72,1403.46,553.89,9050.9,47.451
1,43,169,1585.70,1405.29,553.80,9054.7,47.499
1,44,168,1585.19,1404.16,553.45,9044.7,47.458
1,45,167,1584.32,1403.96,553.64,9043.7,47.468
1,46,166,1584.67,1404.07,553.53,9048.8,47.528
1,47,165,1585.10,1404.49,553.42,9058.4,47.542
1,48,164,1586.09,1404.75,553.80,9051.5,47.502
1,49,163,1584.50,1403.60,553.30,9047.3,47.533
1,50,162,1584.73,1403.71,553.90,9044.4,47.497
1,51,161,1586.01,1404.34,554.30,9045.4,47.542
1,52,160,1584.42,1402.85,553.73,9056.6,47.449
1,53,159,1584.25,1402.83,553.77,9043.0,47.385
1,54,158,1586.23,1405.19,553.76,9048.4,47.453
1,55,157,1586.88,1404.36,554.07,9049.3,47.453
1,56,156,1585.52,1404.11,553.23,9054.5,47.419
1,57,155,1586.69,1404.62,553.82,9051.5,47.445
1,58,154,1584.61,1404.19,554.07,9048.4,47.419
1,59,153,1584.72,1404.86,554.24,9051.3,47.479
1,60,152,1584.50,1404.79,553.97,9047.5,47.361
1,61,151,1584.02,1403.40,554.15,9055.4,47.428
1,62,150,1584.67,1404.24,553.80,9053.3,47.424
1,63,149,1585.76,1403.78,554.06,9049.1,47.419
1,64,148,1586.53,1404.96,553.26,9048.4,47.510
1,65,147,1584.04,1404.69,554.00,9047.6,47.450
1,66,146,1583.33,1405.59,553.71,9052.8,47.481
1,67,145,1586.09,1403.61,553.86,9052.0,47.494
1,68,144,1585.92,1403.57,553.60,9054.8,47.348
1,69,143,1586.26,1403.73,553.80,9047.6,47.448
1,70,142,1586.02,1404.69,553.95,9050.3,47.378
1,71,141,1584.32,1403.69,553.94,9050.2,47.499
1,72,140,1585.38,1404.05,554.48,9051.4,47.428
1,73,139,1586.49,1405.08,554.34,9049.6,47.499
1,74,138,1583.84,1404.71,553.75,9045.3,47.502
1,75,137,1583.55,1402.28,553.91,9052.0,47.499
1,76,136,1585.59,1405.33,554.01,9049.5,47.446
1,77,135,1584.77,1404.27,553.47,9051.2,47.446
1,78,134,1585.22,1404.25,553.06,9046.8,47.445
1,79,133,1584.96,1404.23,553.89,9055.3,47.466
1,80,132,1584.75,1402.56,553.39,9051.9,47.503
1,81,131,1586.23,1403.25,553.71,9050.8,47.552
1,82,130,1585.09,1405.40,553.85,9054.0,47.501
1,83,129,1585.13,1403.08,553.72,9055.2,47.494
1,84,128,1584.65,1403.69,553.28,9055.1,47.494
1,85,127,1584.89,1404.18,553.15,9048.3,47.517
1,86,126,1585.79,1404.30,553.80,9052.8,47.436
1,87,125,1583.67,1403.99,553.92,9053.9,47.378
1,88,124,1584.90,1403.93,553.47,9051.7,47.487
1,89,123,1584.77,1405.85,553.70,9048.4,47.426
1,90,122,1584.35,1403.50,553.37,9049.3,47.453
1,91,121,1583.17,1403.91,553.81,9051.8,47.510
1,92,120,1585.68,1403.44,553.58,9052.0,47.423
1,93,119,1584.02,1406.14,553.71,9047.8,47.340
1,94,118,1585.68,1403.11,553.81,9053.4,47.401
1,95,117,1585.06,1405.37,553.06,9047.2,47.405
1,96,116,1584.85,1403.96,553.48,9047.7,47.411
1,97,115,1584.72,1404.20,554.07,9053.7,47.483
1,98,114,1584.30,1404.00,554.51,9053.6,47.428
1,99,113,1586.27,1403.65,553.60,9054.9,47.385
1,100,112,1583.47,1404.85,553.81,9050.4,47.432
1,101,111,1584.81,1403.59,553.61,9048.7,47.429
1,102,110,1584.34,1403.51,553.05,9052.4,47.470
1,103,109,1584.93,1404.21,553.88,9047.5,47.423
1,104,108,1585.42,1404.19,554.41,9055.7,47.497
1,105,107,1584.39,1403.49,553.50,9051.0,47.313
1,106,106,1584.63,1403.72,553.34,9052.8,47.393
1,107,105,1585.21,1406.51,553.32,9049.5,47.430
1,108,104,1584.52,1404.68,554.13,9052.7,47.414
1,109,103,1586.95,1402.41,553.49,9050.6,47.454
1,110,102,1585.39,1405.42,553.76,9050.4,47.420
1,111,101,1585.47,1403.71,553.70,9051.9,47.502
1,112,100,1583.23,1404.32,553.72,9053.3,47.437
1,113,99,1586.04,1403.39,553.13,9053.7,47.408
1,114,98,1583.74,1404.01,553.73,9052.9,47.495
1,115,97,1585.08,1403.20,553.89,9050.6,47.478
1,116,96,1584.31,1403.65,553.95,9054.4,47.498
1,117,95,1585.10,1403.61,553.91,9046.2,47.408
1,118,94,1586.28,1404.45,553.68,9053.0,47.513
1,119,93,1584.75,1403.75,553.61,9053.6,47.497
1,120,92,1586.27,1405.10,553.27,9051.3,47.394
1,121,91,1584.80,1404.41,554.00,9047.3,47.330
1,122,90,1585.41,1406.71,553.68,9050.6,47.534
1,123,89,1585.80,1404.60,553.86,9051.5,47.387
1,124,88,1584.33,1406.19,553.76,9051.1,47.438
1,125,87,1586.10,1406.87,553.85,9048.8,47.434
1,126,86,1586.41,1404.15,553.93,9042.9,47.428
1,127,85,1586.14,1405.92,553.41,9045.9,47.425
1,128,84,1584.82,1404.75,553.63,9046.7,47.476
1,129,83,1585.69,1405.97,553.06,9047.9,47.460
1,130,82,1585.27,1404.96,553.59,9052.2,47.398
1,131,81,1586.13,1404.53,553.77,9051.4,47.438
1,132,80,1588.17,1404.36,553.96,9042.7,47.325
1,133,79,1585.22,1404.43,553.58,9053.2,47.414
1,134,78,1586.21,1406.10,553.74,9047.7,47.406
1,135,77,1586.38,1406.20,553.23,9052.2,47.424
1,136,76,1585.99,1405.25,553.47,9052.3,47.445
1,137,75,1585.83,1405.73,553.34,9055.8,47.370
1,138,74,1586.99,1406.43,553.87,9049.7,47.382
1,139,73,1586.18,1404.85,553.88,9049.1,47.372
1,140,72,1588.11,1404.94,553.55,9048.7,47.472
1,141,71,1585.45,1405.10,553.13,9057.3,47.406
1,142,70,1587.06,1408.05,553.90,9056.5,47.374
1,143,69,1587.13,1405.85,553.25,9048.7,47.430
1,144,68,1589.21,1407.83,553.05,9056.5,47.480
1,145,67,1589.01,1406.46,553.31,9054.3,47.437
1,146,66,1588.21,1405.41,553.02,9055.9,47.322
1,147,65,1588.52,1406.36,552.85,9060.1,47.346
1,148,64,1588.67,1406.34,553.68,9054.6,47.392
1,149,63,1588.51,1408.66,552.56,9056.0,47.352
1,150,62,1587.17,1409.19,552.87,9057.1,47.390
1,151,61,1588.42,1410.28,552.93,9051.1,47.358
1,152,60,1589.25,1409.19,552.58,9060.1,47.287
1,153,59,1589.93,1407.72,552.79,9060.9,47.378
1,154,58,1589.84,1409.68,553.21,9061.2,47.346
1,155,57,1589.87,1407.96,552.76,9060.6,47.372
1,156,56,1589.90,1409.35,553.08,9057.8,47.338
1,157,55,1590.43,1408.50,552.85,9054.7,47.422
1,158,54,1589.69,1410.11,552.78,9052.0,47.322
1,159,53,1590.92,1410.99,552.70,9054.3,47.380
1,160,52,1590.84,1410.48,552.94,9057.0,47.322
1,161,51,1588.47,1411.50,552.62,9053.8,47.256
1,162,50,1589.95,1411.62,552.39,9057.2,47.290
1,163,49,1590.00,1409.40,552.08,9056.6,47.371
1,164,48,1590.90,1410.63,553.08,9058.4,47.391
1,165,47,1592.53,1410.21,552.37,9059.3,47.299
1,166,46,1591.88,1411.30,552.15,9060.9,47.306
1,167,45,1590.70,1412.83,552.57,9063.0,47.302
1,168,44,1591.28,1411.73,552.91,9065.4,47.275
1,169,43,1592.18,1412.29,552.33,9064.4,47.367
1,170,42,1591.58,1412.97,551.58,9058.5,47.353
1,171,41,1591.71,1412.38,552.05,9065.7,47.252
1,172,40,1589.90,1412.61,552.37,9064.9,47.367
1,173,39,1592.00,1412.19,552.09,9064.9,47.312
1,174,38,1593.87,1414.31,552.03,9066.9,47.317
1,175,37,1594.03,1415.11,552.31,9062.6,47.312
1,176,36,1593.27,1413.72,551.59,9067.0,47.304
1,177,35,1594.12,1414.55,551.75,9068.5,47.205
1,178,34,1594.04,1415.11,551.92,9061.3,47.349
1,179,33,1594.42,1415.55,551.52,9068.3,47.272
1,180,32,1595.45,1414.30,551.64,9068.3,47.256
1,181,31,1594.40,1415.55,551.58,9060.9,47.309
1,182,30,1594.57,1416.29,551.59,9065.9,47.250
1,183,29,1593.57,1417.12,551.74,9062.2,47.231
1,184,28,1594.45,1416.60,551.56,9072.0,47.303
1,185,27,1596.73,1416.85,550.96,9068.6,47.274
1,186,26,1594.94,1418.85,551.52,9068.7,47.202
1,187,25,1595.64,1417.72,551.12,9073.2,47.216
1,188,24,1596.83,1417.93,551.22,9069.5,47.263
1,189,23,1597.25,1418.68,551.26,9067.4,47.239
1,190,22,1597.93,1419.02,550.71,9071.0,47.237
1,191,21,1596.58,1417.67,550.86,9069.1,47.212
1,192,20,1596.17,1419.71,550.71,9075.6,47.194
1,193,19,1597.68,1419.37,550.63,9081.2,47.178
1,194,18,1598.78,1418.86,550.89,9074.7,47.197
1,195,17,1597.77,1419.93,550.59,9081.9,47.192
1,196,16,1598.91,1422.09,550.39,9074.1,47.174
1,197,15,1598.69,1420.65,550.37,9075.1,47.129
1,198,14,1599.82,1421.71,550.38,9073.4,47.191
1,199,13,1598.66,1423.11,550.57,9076.8,47.206
1,200,12,1599.11,1422.79,550.43,9079.2,47.157
1,201,11,1600.90,1422.51,550.99,9075.1,47.172
1,202,10,1599.30,1422.01,550.46,9080.8,47.304
1,203,9,1600.33,1421.99,550.43,9073.4,47.179
1,204,8,1600.28,1423.36,550.47,9077.5,47.192
1,205,7,1601.67,1421.84,549.80,9072.9,47.240
1,206,6,1601.17,1425.47,549.52,9076.9,47.174
1,207,5,1601.68,1424.69,549.56,9084.2,47.167
1,208,4,1602.15,1423.95,549.97,9078.9,47.040
1,209,3,1602.08,1424.78,550.12,9072.6,47.129
1,210,2,1601.49,1425.57,549.85,9080.6,47.152
1,211,1,1601.71,1426.64,549.46,9076.0,47.092
1,212,0,1601.32,1426.23,549.52,9086.3,47.132
2,1,164,1584.72,1403.69,553.70,9057.3,47.469
2,2,163,1585.34,1404.93,553.87,9049.1,47.440
2,3,162,1584.94,1403.97,554.02,9050.2,47.487
2,4,161,1584.94,1404.07,553.20,9053.2,47.467
2,5,160,1585.80,1401.39,554.43,9049.5,47.505
2,6,159,1584.17,1404.55,553.48,9047.8,47.546
2,7,158,1584.85,1404.20,554.06,9051.7,47.458
2,8,157,1585.29,1406.16,553.78,9050.7,47.503
2,9,156,1585.88,1405.07,553.99,9046.0,47.532
2,10,155,1584.08,1404.27,553.57,9049.8,47.466
2,11,154,1585.26,1404.38,554.28,9051.6,47.438
2,12,153,1585.77,1405.07,553.43,9052.1,47.485
2,13,152,1584.76,1405.24,553.75,9050.4,47.441
2,14,151,1585.01,1403.01,553.37,9055.6,47.408
2,15,150,1584.21,1402.06,553.61,9045.4,47.532
2,16,149,1585.81,1403.38,554.48,9053.4,47.434
2,17,148,1583.00,1406.06,553.38,9044.2,47.501
2,18,147,1586.95,1405.25,553.97,9052.1,47.493
2,19,146,1585.61,1404.25,553.83,9049.8,47.412
2,20,145,1584.78,1402.48,553.77,9046.5,47.395
2,21,144,1585.14,1405.25,554.08,9044.5,47.401
2,22,143,1585.75,1403.12,553.73,9051.9,47.402
2,23,142,1585.08,1402.80,553.62,9051.1,47.370
2,24,141,1585.35,1403.98,553.97,9050.8,47.518
2,25,140,1585.10,1403.61,553.84,9051.9,47.452
2,26,139,1585.03,1403.37,553.60,9045.1,47.537
2,27,138,1584.00,1403.38,553.58,9053.1,47.435
2,28,137,1586.00,1403.39,553.88,9047.1,47.557
2,29,136,1584.05,1404.28,553.99,9051.4,47.441
2,30,135,1584.90,1404.04,553.76,9053.4,47.561
2,31,134,1584.55,1402.77,553.77,9059.0,47.410
2,32,133,1586.31,1405.51,553.63,9052.0,47.531
2,33,132,1584.70,1403.82,553.63,9046.4,47.418
2,34,131,1584.02,1404.03,553.57,9050.8,47.372
2,35,130,1585.26,1404.75,553.20,9051.3,47.511
2,36,129,1584.03,1405.51,553.93,9047.5,47.447
2,37,128,1585.45,1404.07,553.96,9046.8,47.458
2,38,127,1583.87,1403.90,553.53,9047.4,47.512
2,39,126,1585.87,1404.55,553.47,9048.9,47.511
2,40,125,1585.11,1406.09,553.92,9050.7,47.435
2,41,124,1585.11,1403.86,554.01,9053.3,47.411
2,42,123,1583.94,1402.35,553.95,9046.1,47.342
2,43,122,1585.31,1406.24,553.80,9052.9,47.454
2,44,121,1584.92,1404.83,553.71,9050.9,47.466
2,45,120,1584.47,1404.89,553.75,9047.4,47.477
2,46,119,1584.28,1404.03,553.80,9053.8,47.474
2,47,118,1584.98,1404.74,554.22,9052.0,47.451
2,48,117,1583.95,1403.04,553.71,9047.9,47.441
2,49,116,1585.05,1404.48,553.78,9051.7,47.453
2,50,115,1583.42,1403.15,553.76,9045.8,47.480
2,51,114,1586.22,1405.10,553.74,9055.2,47.457
2,52,113,1584.73,1403.45,553.71,9048.6,47.459
2,53,112,1585.13,1404.00,553.93,9054.2,47.497
2,54,111,1583.81,1401.70,554.08,9045.2,47.439
2,55,110,1584.06,1402.38,553.96,9052.7,47.421
2,56,109,1582.93,1403.51,553.92,9044.8,47.459
2,57,108,1584.99,1404.52,553.84,9046.6,47.510
2,58,107,1584.87,1403.98,553.52,9048.4,47.406
2,59,106,1584.86,1405.54,553.39,9044.4,47.524
2,60,105,1584.83,1403.40,554.11,9047.9,47.541
2,61,104,1585.54,1403.56,554.45,9047.9,47.487
2,62,103,1585.24,1405.17,554.27,9050.1,47.412
2,63,102,1585.37,1403.39,554.40,9050.5,47.432
2,64,101,1585.15,1402.79,553.51,9054.2,47.417
2,65,100,1584.16,1404.48,554.16,9052.5,47.500
2,66,99,1584.39,1402.72,554.25,9048.9,47.437
2,67,98,1586.06,1404.50,553.94,9057.6,47.418
2,68,97,1585.74,1404.05,553.88,9055.3,47.475
2,69,96,1585.43,1404.97,553.69,9047.1,47.398
2,70,95,1583.43,1405.85,553.47,9049.2,47.436
2,71,94,1585.25,1404.73,554.06,9048.0,47.442
2,72,93,1585.23,1403.78,554.28,9051.7,47.487
2,73,92,1585.53,1405.06,553.85,9045.5,47.470
2,74,91,1584.48,1403.52,553.98,9054.3,47.451
2,75,90,1585.25,1405.53,553.87,9059.1,47.478
2,76,89,1583.59,1404.68,553.91,9054.5,47.484
2,77,88,1584.89,1402.90,553.74,9047.0,47.421
2,78,87,1585.47,1405.50,553.92,9045.8,47.472
2,79,86,1585.96,1403.45,553.76,9050.1,47.411
2,80,85,1585.52,1403.89,553.93,9046.9,47.428
2,81,84,1585.58,1403.66,554.32,9048.6,47.461
2,82,83,1585.75,1402.72,553.27,9044.7,47.513
2,83,82,1584.56,1406.30,553.63,9050.6,47.527
2,84,81,1586.60,1405.86,554.16,9053.6,47.480
2,85,80,1585.62,1403.50,553.55,9050.0,47.441
2,86,79,1584.64,1404.63,554.09,9050.3,47.524
2,87,78,1584.09,1403.83,553.58,9043.5,47.446
2,88,77,1584.90,1405.36,553.99,9046.4,47.543
2,89,76,1585.98,1404.52,553.73,9046.6,47.431
2,90,75,1585.89,1405.72,554.26,9048.3,47.394
2,91,74,1585.17,1402.47,553.88,9049.6,47.426
2,92,73,1583.83,1404.59,553.62,9046.1,47.304
2,93,72,1585.14,1405.79,554.26,9048.7,47.417
2,94,71,1585.61,1403.38,553.84,9053.1,47.507
2,95,70,1585.23,1404.20,553.46,9047.7,47.433
2,96,69,1585.69,1405.31,553.47,9055.9,47.429
2,97,68,1585.47,1403.93,552.96,9054.0,47.477
2,98,67,1585.37,1404.78,553.82,9045.6,47.412
2,99,66,1586.34,1403.73,553.72,9046.5,47.460
2,100,65,1585.79,1403.54,553.96,9048.9,47.394
2,101,64,1586.10,1406.18,553.28,9051.9,47.453
2,102,63,1586.62,1405.46,553.44,9049.0,47.434
2,103,62,1585.34,1402.84,553.65,9055.3,47.308
2,104,61,1585.53,1406.20,554.10,9052.5,47.388
2,105,60,1586.34,1407.06,553.26,9049.8,47.397
2,106,59,1585.88,1406.11,553.90,9054.0,47.406
2,107,58,1586.56,1404.79,553.65,9052.9,47.406
2,108,57,1589.51,1406.66,553.12,9052.0,47.469
2,109,56,1587.22,1405.30,553.58,9051.4,47.502
2,110,55,1588.16,1406.41,553.65,9054.3,47.448
2,111,54,1587.86,1406.27,553.03,9058.0,47.385
2,112,53,1587.34,1406.39,553.31,9061.9,47.345
2,113,52,1587.87,1408.75,553.11,9056.6,47.342
2,114,51,1588.38,1407.55,553.39,9059.6,47.520
2,115,50,1588.70,1408.25,553.10,9054.5,47.404
2,116,49,1588.20,1408.35,553.39,9052.6,47.440
2,117,48,1589.70,1408.35,552.31,9054.3,47.444
2,118,47,1588.83,1407.81,552.75,9059.8,47.402
2,119,46,1588.88,1408.64,552.73,9054.0,47.452
2,120,45,1589.03,1410.34,553.26,9061.1,47.345
2,121,44,1589.83,1409.49,552.48,9059.2,47.303
2,122,43,1590.69,1409.37,552.75,9059.4,47.345
2,123,42,1590.44,1409.65,552.90,9054.1,47.360
2,124,41,1591.76,1409.46,552.38,9061.1,47.358
2,125,40,1590.73,1411.10,552.72,9063.6,47.365
2,126,39,1590.50,1411.56,553.04,9059.7,47.291
2,127,38,1591.82,1411.15,551.76,9063.5,47.308
2,128,37,1591.12,1411.86,552.41,9063.5,47.308
2,129,36,1591.86,1411.64,552.52,9063.6,47.278
2,130,35,1592.57,1411.71,552.48,9063.2,47.412
2,131,34,1591.79,1412.20,552.17,9061.3,47.354
2,132,33,1590.94,1411.90,551.79,9066.2,47.395
2,133,32,1592.42,1413.02,552.07,9067.4,47.258
2,134,31,1592.97,1414.39,552.13,9064.5,47.349
2,135,30,1590.90,1414.46,551.72,9057.9,47.319
2,136,29,1594.44,1414.07,552.14,9070.5,47.354
2,137,28,1594.94,1415.21,551.81,9059.7,47.270
2,138,27,1593.24,1416.85,551.67,9066.3,47.304
2,139,26,1594.25,1416.78,551.46,9067.1,47.234
2,140,25,1593.45,1415.07,551.57,9065.4,47.231
2,141,24,1593.68,1415.91,551.06,9070.1,47.263
2,142,23,1593.95,1416.08,551.22,9069.1,47.320
2,143,22,1593.92,1416.84,551.32,9070.9,47.258
2,144,21,1595.13,1416.83,551.06,9072.8,47.242
2,145,20,1597.56,1417.44,551.01,9064.3,47.145
2,146,19,1595.09,1418.12,551.30,9064.7,47.274
2,147,18,1596.29,1418.41,551.56,9073.9,47.209
2,148,17,1596.29,1416.74,550.78,9070.6,47.167
2,149,16,1597.23,1419.14,550.86,9069.6,47.219
2,150,15,1598.02,1418.49,551.27,9072.2,47.205
2,151,14,1598.56,1420.09,551.05,9074.1,47.167
2,152,13,1598.62,1419.27,550.72,9073.6,47.180
2,153,12,1598.57,1419.02,550.45,9074.6,47.192
2,154,11,1598.19,1422.27,550.27,9078.3,47.199
2,155,10,1598.85,1423.15,550.09,9078.8,47.221
2,156,9,1599.18,1423.24,550.29,9077.2,47.177
2,157,8,1599.96,1423.14,550.52,9070.7,47.222
2,158,7,1599.09,1423.78,550.54,9073.6,47.130
2,159,6,1599.90,1423.09,550.03,9080.8,47.209
2,160,5,1602.26,1423.22,549.97,9072.8,47.096
2,161,4,1602.28,1425.63,549.58,9077.3,47.128
2,162,3,1602.10,1423.90,549.99,9078.3,47.121
2,163,2,1602.69,1425.09,549.64,9080.3,47.110
2,164,1,1602.33,1425.31,550.17,9083.3,47.093
2,165,0,1603.56,1425.70,549.95,9083.3,47.095
3,1,210,1585.42,1402.16,553.85,9045.9,47.529
3,2,209,1585.20,1403.80,554.17,9046.3,47.406
3,3,208,1583.99,1403.22,553.82,9051.7,47.498
3,4,207,1583.54,1403.85,553.47,9049.3,47.567
3,5,206,1585.23,1404.81,554.39,9053.9,47.428
3,6,205,1583.98,1403.97,553.63,9044.7,47.462
3,7,204,1585.21,1405.59,553.69,9051.0,47.417
3,8,203,1585.70,1403.89,553.45,9050.0,47.470
3,9,202,1585.20,1404.94,553.37,9047.1,47.482
3,10,201,1584.42,1404.22,553.07,9059.5,47.437
3,11,200,1585.96,1403.70,553.92,9055.2,47.508
3,12,199,1584.84,1403.88,554.10,9058.2,47.460
3,13,198,1586.57,1403.78,554.09,9053.9,47.430
3,14,197,1584.40,1405.03,553.64,9046.9,47.416
3,15,196,1584.57,1404.77,553.95,9052.5,47.471
3,16,195,1584.52,1404.63,554.15,9052.0,47.472
3,17,194,1584.39,1404.19,553.55,9049.9,47.368
3,18,193,1583.69,1403.83,553.64,9050.4,47.443
3,19,192,1585.02,1404.55,553.66,9049.2,47.523
3,20,191,1585.00,1403.84,553.82,9049.4,47.415
3,21,190,1584.20,1403.31,554.06,9047.8,47.442
3,22,189,1585.56,1403.75,553.99,9044.6,47.443
3,23,188,1585.06,1404.02,553.30,9054.2,47.407
3,24,187,1585.27,1404.01,554.10,9057.7,47.385
3,25,186,1584.48,1404.17,553.47,9052.7,47.492
3,26,185,1585.45,1404.21,554.21,9046.0,47.453
3,27,184,1584.41,1404.80,553.25,9049.9,47.467
3,28,183,1584.24,1403.44,553.80,9053.3,47.398
3,29,182,1584.31,1405.01,553.72,9047.3,47.486
3,30,181,1584.61,1404.92,553.60,9049.4,47.497
3,31,180,1584.82,1404.68,553.78,9056.9,47.528
3,32,179,1583.94,1404.47,553.56,9050.7,47.453
3,33,178,1584.16,1404.95,553.86,9049.0,47.428
3,34,177,1585.11,1404.37,553.76,9040.1,47.451
3,35,176,1583.85,1403.81,553.38,9045.0,47.512
3,36,175,1584.74,1403.64,553.94,9048.7,47.555
3,37,174,1584.78,1404.33,554.09,9055.6,47.413
3,38,173,1584.67,1405.15,554.04,9053.8,47.382
3,39,172,1586.24,1403.31,553.86,9049.5,47.406
3,40,171,1583.87,1402.43,553.84,9044.7,47.393
3,41,170,1584.83,1401.63,554.03,9041.6,47.446
3,42,169,1585.01,1404.48,553.79,9057.1,47.461
3,43,168,1585.84,1403.35,553.84,9055.4,47.438
3,44,167,1585.15,1404.88,553.58,9042.4,47.463
3,45,166,1585.79,1402.78,554.00,9052.4,47.336
3,46,165,1584.25,1403.64,553.75,9047.4,47.410
3,47,164,1586.34,1403.90,553.59,9049.9,47.477
3,48,163,1585.04,1403.81,553.60,9047.7,47.420
3,49,162,1585.27,1403.11,553.92,9054.9,47.466
3,50,161,1584.70,1402.83,554.27,9045.9,47.492
3,51,160,1585.51,1403.79,553.72,9043.6,47.467
3,52,159,1585.50,1403.02,553.75,9050.1,47.479
3,53,158,1585.00,1402.54,553.64,9050.8,47.492
3,54,157,1584.51,1405.97,553.23,9048.0,47.446
3,55,156,1584.84,1402.89,553.93,9051.3,47.452
3,56,155,1585.27,1403.62,553.31,9047.5,47.458
3,57,154,1585.13,1404.04,553.96,9048.0,47.451
3,58,153,1585.46,1403.92,553.43,9046.6,47.492
3,59,152,1586.11,1405.06,553.87,9045.8,47.450
3,60,151,1586.25,1404.56,553.74,9052.2,47.387
3,61,150,1584.44,1403.02,553.94,9052.5,47.442
3,62,149,1584.30,1403.98,553.65,9047.2,47.467
3,63,148,1584.39,1402.59,553.40,9044.4,47.462
3,64,147,1585.12,1404.09,553.98,9054.2,47.420
3,65,146,1585.33,1402.58,554.21,9045.6,47.414
3,66,145,1584.52,1402.63,553.81,9050.7,47.441
3,67,144,1583.77,1405.79,553.96,9059.2,47.410
3,68,143,1585.77,1404.70,553.71,9054.9,47.430
3,69,142,1584.71,1400.88,553.92,9045.4,47.422
3,70,141,1584.18,1403.67,553.93,9050.0,47.485
3,71,140,1586.01,1403.67,553.66,9053.4,47.502
3,72,139,1585.59,1403.14,553.93,9050.4,47.503
3,73,138,1584.54,1402.50,554.01,9041.0,47.413
3,74,137,1584.18,1403.07,553.58,9054.3,47.491
3,75,136,1584.80,1405.02,553.48,9045.8,47.493
3,76,135,1585.46,1403.59,553.46,9055.1,47.364
3,77,134,1584.52,1404.21,554.34,9051.3,47.474
3,78,133,1584.54,1404.51,553.83,9044.4,47.490
3,79,132,1585.78,1404.72,553.81,9046.7,47.335
3,80,131,1585.13,1404.97,554.10,9052.9,47.446
3,81,130,1585.87,1404.83,553.67,9052.4,47.423
3,82,129,1585.43,1402.83,553.43,9053.7,47.497
3,83,128,1585.51,1404.08,553.08,9049.7,47.473
3,84,127,1584.57,1403.36,554.23,9049.8,47.473
3,85,126,1585.62,1403.10,553.86,9054.6,47.541
3,86,125,1585.03,1403.79,553.88,9050.9,47.519
3,87,124,1584.20,1403.75,553.46,9046.5,47.469
3,88,123,1585.65,1403.42,554.03,9053.9,47.547
3,89,122,1585.06,1403.42,553.50,9046.1,47.512
3,90,121,1583.79,1405.10,553.54,9047.6,47.442
3,91,120,1584.44,1404.84,554.34,9047.7,47.428
3,92,119,1584.87,1404.49,553.75,9054.9,47.507
3,93,118,1584.05,1404.47,554.26,9048.3,47.435
3,94,117,1584.58,1403.54,553.30,9045.4,47.454
3,95,116,1586.21,1403.45,553.61,9056.0,47.395
3,96,115,1583.67,1403.25,553.60,9043.9,47.444
3,97,114,1585.76,1402.84,553.83,9051.4,47.446
3,98,113,1585.15,1404.18,553.56,9055.2,47.512
3,99,112,1585.95,1404.91,553.33,9053.2,47.483
3,100,111,1583.77,1403.81,553.88,9055.8,47.486
3,101,110,1584.32,1405.54,553.81,9049.1,47.433
